"last_name, first_name","player_id","year","player_age","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","p_win","p_loss","p_era","p_hit_into_play","xslg","woba","xwoba","xiso","avg_swing_speed","fast_swing_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","groundballs_percent","flyballs_percent","n_ff_formatted","n_sl_formatted","n_ch_formatted","n_cu_formatted","n_si_formatted","n_fc_formatted","n_fs_formatted","n_st_formatted","n_sv_formatted","n_fo_formatted","n_sc_formatted","n_fastball_formatted","n_breaking_formatted"
"Buttó, José",676130,2025,27,284,242,62,40,16,2,4,58,32,20.4,11.3,".256",".388",".342","0.730","0.132",".314","5","3","3.90","191",".417",".318",".328",".169","71.4",19.5,"90.1",29.8,9.4,39.8,"79.676354421","94.558922063",28.8,47.2,48.2,23.6,"30.9","30","15.2",,"17",,,"7",,,,"47.9","37"
"Rogers, Trevor",669432,2025,27,423,388,70,53,8,3,6,103,29,24.3,6.9,".180",".263",".240","0.503","0.083",".228","9","3","1.81","289",".376",".226",".288",".151","72.2",26.5,"89.7",31.5,7.6,48.4,"77.857441469","95.210002667",25.6,52.9,46.4,24.6,"40.8",,"25","2.7","14.9","16.5",,,,,,"72.3","2.7"
"Rutledge, Jackson",671131,2025,26,331,293,87,56,14,1,16,65,25,19.6,7.6,".297",".515",".361","0.876","0.218",".327","4","2","5.77","234",".448",".374",".335",".193","71.7",23.4,"91",30.8,9.8,49.1,"80.477914655","95.404287792",25.3,47.3,41.5,28.2,"18.7","26.1",,,"32.6","13.1","9.4",,,,,"64.5","26.1"
"Bello, Brayan",678394,2025,26,700,620,147,107,23,1,16,124,59,17.7,8.4,".237",".355",".314","0.669","0.118",".270","11","9","3.35","504",".409",".297",".327",".151","72.1",27.8,"88.8",30.8,7.1,39.3,"77.392833825","94.176171155",20.1,45.8,50,24,"14.8",,"15",,"35.4","16",,"18.8",,,,"66.2","18.8"
"Nola, Aaron",605400,2025,32,404,371,99,59,19,3,18,97,28,24,6.9,".267",".480",".325","0.805","0.213",".316","5","10","6.01","275",".417",".346",".315",".171","72.4",24.7,"89.4",35.3,9.1,43.3,"78.681702336","94.399605751",25.2,46.9,42.9,26.2,"30.3",,"15.4","29.1","17.8","7.3",,,,,,"55.4","29.1"
"Gilbert, Tyler",656457,2025,31,215,186,40,24,11,0,5,49,24,22.8,11.2,".215",".355",".310","0.665","0.140",".263","4","2","3.88","140",".404",".291",".313",".184","71.7",23.2,"90",35,10,40.7,"80.02792087","94.180523139",26.2,46.8,33.6,35.7,"12",,,,"31.5","18.4","7.9","30.3",,,,"61.9","30.3"
"Márquez, Germán",608566,2025,30,591,530,168,99,40,6,23,83,48,14,8.1,".317",".545",".378","0.923","0.228",".339","3","16","6.70","453",".504",".393",".366",".218","72.6",32.5,"91.7",35.8,11.1,48.5,"81.597628348","95.499986518",18.6,48,36.9,28.5,"35.3","10.8","2.4","31.6","19.8",,,,,,,"55.2","42.4"
"Jansen, Kenley",445276,2025,37,234,212,37,23,5,1,8,57,19,24.4,8.1,".175",".321",".245","0.566","0.146",".196","5","4","2.59","157",".425",".246",".301",".212","72.8",32.4,"91.5",31.2,8.9,44.6,"82.345025714","94.96297526",25.8,55.7,28.7,43.3,,"6.1",,,"9.2","81.4",,"3.3",,,,"90.6","9.4"
"Latz, Jacob",656641,2025,29,348,310,69,45,14,3,7,76,37,21.8,10.6,".223",".355",".305","0.660","0.132",".272","2","0","2.84","235",".395",".290",".315",".149","71.7",25.3,"90",33.2,6.4,42.6,"79.249931624","94.595176581",29.4,49.2,37.9,26.4,"49.4","20.9","23.3","6.4",,,,,,,,"49.4","27.3"
"Matsui, Yuki",673513,2025,29,272,233,53,31,10,2,10,61,33,22.4,12.1,".227",".416",".321","0.737","0.189",".259","3","1","3.98","177",".397",".318",".313",".170","72.1",28.2,"88.5",30.5,9,37.3,"77.594650455","93.797769716",30.3,49,32.2,36.7,"39.5","15.9",,"0.2","1.5",,"32.2","10.7",,,,"41","26.8"
"Hader, Josh",623352,2025,31,206,184,29,11,10,0,8,76,16,36.9,7.8,".158",".342",".232","0.574","0.184",".208","6","2","2.05","111",".272",".249",".221",".123","71",20.7,"88",34.2,8.1,34.2,"77.681164074","93.2392575",40.5,55.1,22.5,35.1,,"41.4","4.4",,"54.2",,,,,,,"54.2","41.4"
"Ray, Robbie",592662,2025,33,755,671,148,85,39,2,22,186,73,24.6,9.7,".221",".383",".298","0.681","0.162",".269","11","8","3.65","492",".385",".299",".300",".166","71.9",25.4,"91",35.4,9.6,44.7,"81.357482769","94.734721694",27.8,49.3,36.6,33.1,"51.9","22.6","13","12.1","0.1",,,"0.4",,,,"52","35"
"Garrett, Reed",657585,2025,32,238,211,47,30,12,0,5,64,26,26.9,10.9,".223",".351",".311","0.662","0.128",".296","3","6","3.90","147",".342",".292",".292",".114","72.1",24.2,"88",36.1,4.8,40.8,"75.675475753","94.289357534",30.5,45.3,42.2,24.5,"4.3",,,,"24","28.2","22.4","21.1",,,,"56.5","21.1"
"Chapman, Aroldis",547973,2025,37,228,212,28,20,5,0,3,85,15,37.3,6.6,".132",".198",".189","0.387","0.066",".200","5","3","1.17","128",".278",".177",".227",".103","71.7",24.5,"88.8",34.4,5.5,36.7,"78.389957656","93.713131024",35.8,57.3,38.3,28.1,"39.8","15.2",,,"33.9",,"11.1",,,,,"73.7","15.2"
"Irvin, Jake",663623,2025,28,787,717,195,116,38,3,38,124,62,15.8,7.9,".272",".492",".334","0.826","0.220",".282","9","13","5.70","595",".506",".355",".360",".233","72",25.2,"90.4",34.8,11.9,47.1,"79.313724864","95.158643027",18.2,46.8,43.5,27.9,"32","4.3","7.7","29.6","22.2","4.2",,,,,,"58.4","33.9"
"Mlodzinski, Carmen",669387,2025,26,419,385,102,72,20,2,8,89,27,21.2,6.4,".265",".390",".320","0.710","0.125",".326","5","8","3.55","299",".396",".312",".313",".135","71.7",24.5,"90.2",34.8,6,40.1,"79.93386863","94.732405308",23,46.6,48.5,20.1,"36.1","14.3",,"8.9","15.1","0.2","15.2","10.3",,,,"51.4","33.5"
"Ferguson, Tyler",621053,2025,31,246,201,43,31,5,3,4,54,34,22,13.8,".214",".328",".332","0.660","0.114",".264","4","2","4.66","154",".341",".296",".301",".132","71.3",21,"87.5",33.1,6.5,31.8,"76.9264736","93.116137733",26,46.7,38.3,33.1,"38.5",,"4",,"14.8","10.9",,"31.7",,,,"64.2","31.7"
"Morejon, Adrian",670970,2025,26,286,263,49,41,5,1,2,70,17,24.5,5.9,".186",".236",".235","0.471","0.050",".245","13","6","2.08","199",".310",".208",".254",".089","72",25.5,"85.9",30.2,4,30.7,"73.965707188","92.96996724",23.8,48,54.3,19.6,"3.2","24.6","6.6",,"61.8","3.3",,,,,,"68.3","25.1"
"Falter, Bailey",663559,2025,28,518,464,115,68,27,1,19,81,46,15.6,8.9,".248",".433",".315","0.748","0.185",".261","7","7","4.45","390",".462",".324",".340",".199","71.5",24,"90.5",32.3,9.5,45.1,"79.793242435","94.949158316",18.1,47,36.2,29,"50.8","18",,"13.6","9.8",,"7.7",,,,,"60.6","31.6"
"Kremer, Dean",665152,2025,29,708,656,163,106,32,3,22,142,45,20.1,6.4,".248",".407",".297","0.704","0.159",".284","11","10","4.19","518",".413",".305",".304",".175","71.7",25.6,"88.1",32.8,8.5,35.8,"76.650646047","93.877241465",22.9,49.4,40.2,28.4,"26.6","0.1",,"12.8","19.3","20.2","21.1",,,,,"66","12.9"
"Meyer, Max",676974,2025,26,285,261,72,48,12,0,12,68,20,23.9,7,".276",".460",".330","0.790","0.184",".328","3","5","4.73","195",".453",".341",".337",".191","72.7",31.7,"91.9",30.3,9.2,48.2,"81.961734227","95.684813731",27.4,47.4,49.7,24.6,"22.2","35.3","17.3",,"13.7",,,"11.5",,,,"35.9","46.8"
"Newcomb, Sean",656794,2025,32,391,350,94,73,16,0,5,91,31,23.3,7.9,".269",".357",".335","0.692","0.088",".348","2","5","2.73","263",".374",".306",".306",".125","71.5",21.2,"88.9",33.8,5.7,41.8,"77.812871395","94.200995837",21.4,46.2,47.5,21.7,"29.7",,"6.9","5.4","21.9","13.7",,,"22.4",,,"65.3","27.7"
"Megill, Tylor",656731,2025,29,305,261,60,43,10,1,6,89,33,29.2,10.8,".230",".345",".329","0.674","0.115",".320","5","5","3.95","176",".347",".303",".306",".128","71.6",25.7,"90.3",30.1,6.3,43.8,"79.63753","95.034338421",30.7,44.9,40.9,23.9,"42.3","22.9","7.2","7","19.5",,,"1.1",,,,"61.8","31"
"Myers, Tobias",668964,2025,26,220,201,54,39,9,1,5,38,15,17.3,6.8,".269",".398",".323","0.721","0.129",".306","1","2","3.55","165",".430",".315",".324",".167","71.8",24.3,"90.3",32.7,6.7,44.8,"80.333098049","94.68101638",21.4,51,37,27.9,"45.2","16.2","1.5","1.5",,"20.1","15.6",,,,,"65.3","17.7"
"Akin, Keegan",669211,2025,30,268,232,54,35,9,0,10,59,33,22,12.3,".233",".401",".328","0.729","0.168",".267","5","4","3.41","175",".440",".318",".333",".201","71.1",19.4,"89.4",36.6,9.7,41.7,"78.311395747","94.332622312",25.6,51.2,38.3,32.6,"51.3","28.7","19.9",,,,,,,,,"51.3","28.7"
"Burke, Brock",656271,2025,28,257,228,58,40,7,3,8,52,18,20.2,7,".254",".417",".311","0.728","0.163",".289","7","1","3.36","184",".394",".308",".303",".144","71.7",23.9,"89",31,7.1,40.8,"77.039255402","94.832949483",23.4,52.4,53.3,24.5,"42.4","27.6","22",,"8",,,,,,,"50.4","27.6"
"Strider, Spencer",675911,2025,26,539,475,124,74,29,1,20,131,51,24.3,9.5,".261",".453",".340","0.793","0.192",".317","7","14","4.45","349",".455",".344",".341",".202","71.6",23,"91.3",39.5,10.6,42.7,"81.059995116","95.310076308",30.6,47.6,37.5,31.5,"51.2","35.3","4.6","8.9",,,,,,,,"51.2","44.2"
"Giolito, Lucas",608337,2025,30,613,547,131,91,22,1,17,121,56,19.7,9.1,".239",".377",".309","0.686","0.138",".275","10","4","3.41","434",".465",".301",".345",".200","72",27.8,"90.3",38.3,9,41.1,"79.599269676","94.777289536",22.9,47.3,39.5,27,"48.4","25.6","22.6","3.5",,,,,,,,"48.4","29.1"
"Gómez, Yoendrys",672782,2025,25,277,243,60,38,9,1,12,58,27,20.9,9.7,".247",".440",".330","0.770","0.193",".274","3","3","5.17","187",".467",".335",".347",".218","71.8",24.5,"89.4",36.9,12.3,37.4,"79.100776559","94.185554595",23.9,47.1,36.9,33.2,"33.5","1.4","7.6","14.4","19.3","6.8",,"17",,,,"59.6","32.8"
"Alcantara, Sandy",645261,2025,29,745,669,165,104,39,0,22,142,57,19.1,7.7,".247",".404",".310","0.714","0.157",".278","11","12","5.36","536",".437",".311",".332",".175","72.3",28.1,"90.7",33,8.6,45,"80.162512584","95.038047336",20.9,49.5,46.6,24.1,"17.1","17.1","23.2",,"25.9","16.7",,,,,,"59.7","17.1"
"Webb, Logan",657277,2025,28,856,795,210,144,49,3,14,224,46,26.2,5.4,".264",".386",".308","0.694","0.122",".349","15","11","3.22","579",".385",".303",".295",".138","71.9",26.5,"89.7",32.8,8.3,40.2,"78.364554789","94.732224965",24.7,46.2,54.2,16.9,"7.9",,"24.1",,"33.6","7.8",,"26.6",,,,"49.3","26.6"
"Senga, Kodai",673540,2025,32,482,420,94,52,24,6,12,109,55,22.6,11.4,".224",".395",".317","0.712","0.171",".272","7","6","3.02","315",".373",".313",".309",".148","71.8",25.8,"88.9",29.7,8,40.6,"77.128245355","94.410346065",27.4,45.5,47.6,25.2,"31.4","4.1",,"1.7","6","20.5",,"7.8",,"28.5",,"57.9","13.6"
"Ashby, Aaron",676879,2025,27,270,238,54,42,7,2,3,76,24,28.1,8.9,".227",".311",".307","0.618","0.084",".319","5","2","2.16","165",".302",".279",".276",".082","71.3",17.8,"89.2",29.1,3,40,"78.12069625","94.376961125",27,42,62.4,13.9,"2.3","8.1","11.8","26.4","51.3",,,,,,,"53.6","34.6"
"Peterson, David",656849,2025,29,723,643,166,118,35,2,11,150,65,20.7,9,".258",".370",".331","0.701","0.112",".320","9","6","4.22","500",".407",".311",".331",".137","72.2",27.3,"90.6",34.4,6.4,46,"79.61366252","95.237705996",24,46.8,55.4,16,"22.3","19.1","15.3","13.7","29.6",,,,,,,"51.9","32.8"
"Manaea, Sean",640455,2025,33,263,241,62,37,11,1,13,75,12,28.5,4.6,".257",".473",".310","0.783","0.216",".318","2","4","5.64","169",".422",".337",".311",".182","71.5",21,"89.8",39.6,8.9,42.6,"78.665863012","94.746596121",26.8,52.4,37.9,24.9,"60.5",,"5.6",,,,,"33.9",,,,"60.5","33.9"
"Olson, Reese",681857,2025,25,285,254,58,41,12,0,5,65,25,22.8,8.8,".228",".335",".310","0.645","0.107",".288","4","4","3.15","190",".391",".287",".313",".147","71.1",21.1,"91.5",36.8,7.4,44.7,"81.731139149","95.248943138",29.7,44.4,43.2,28.4,"18.4","21.6","25.9","5.5","28.2",,,"0.4",,,,"46.6","27.5"
"Rea, Colin",607067,2025,34,662,601,155,104,29,2,20,127,44,19.2,6.6,".258",".413",".312","0.725","0.155",".293","11","7","3.95","485",".438",".314",".329",".177","71.8",24.3,"89.8",38.8,10.3,41,"79.312181125","94.443682505",22,47.6,40,24.3,"41.5","10",,"9.2","10.6","7.3","12.1","9.3",,,,"59.4","28.5"
"Fairbanks, Pete",664126,2025,31,244,224,45,27,10,1,7,59,18,24.2,7.4,".201",".348",".263","0.611","0.147",".241","4","5","2.83","166",".339",".269",".275",".119","71.7",23.6,"90.2",28.9,4.8,42.8,"80.555249878","94.165084049",26.1,50.6,45.8,24.7,"51.1","39.9","4.9",,,"4.2",,,,,,"55.2","39.9"
"Dobbins, Hunter",690928,2025,25,256,237,61,40,14,1,6,45,17,17.6,6.6,".257",".401",".313","0.714","0.144",".296","4","1","4.13","192",".416",".310",".309",".174","71.2",19.2,"89.3",31.8,6.8,41.7,"77.906045053","94.643822789",21.9,46.5,48.4,19.8,"40.5","27.1",,"12","1.4",,"8.7","10.3",,,,"41.9","49.4"
"Topa, Justin",623437,2025,34,268,242,68,49,17,0,2,49,18,18.3,6.7,".281",".376",".338","0.714","0.095",".342","1","5","3.90","197",".400",".311",".325",".119","71.7",23.1,"89.3",35,5.6,44.7,"77.581281959","94.832875722",18.1,47.2,47.7,17.8,,,"15",,"35.6","20",,"29.3",,,,"55.7","29.3"
"Mejia, Juan",675848,2025,24,261,226,52,31,13,2,6,68,25,26.1,9.6,".230",".385",".319","0.704","0.155",".297","2","2","3.96","162",".297",".309",".270",".098","70.8",17,"85.8",34,4.9,34.6,"72.991299231","93.351381346",30.4,48,38.9,27.2,"67.1","32.8","0.1",,,,,,,,,"67.1","32.8"
"Finnegan, Kyle",640448,2025,33,229,204,45,30,8,3,4,55,18,24,7.9,".221",".348",".283","0.631","0.127",".277","4","4","3.47","154",".338",".273",".278",".112","72.4",27.1,"90.4",32.5,7.8,42.9,"80.162518158","94.625118344",24.6,50,49.4,22.7,"58.3","4.6",,,,,"37.1",,,,,"58.3","4.6"
"Cecconi, Slade",677944,2025,26,545,506,125,72,27,2,24,109,32,20,5.9,".247",".451",".294","0.745","0.204",".269","7","7","4.30","401",".490",".319",".343",".222","71.3",20,"91.7",37.2,12.2,49.1,"81.626558543","95.530064534",22.5,46.5,41.4,28.2,"43.6","18.2","7.5","16.5","11","3.1",,"0.2",,,,"57.6","34.9"
"Henriquez, Ronny",678692,2025,25,303,267,53,33,12,0,8,98,27,32.3,8.9,".199",".333",".278","0.611","0.134",".273","7","1","2.22","174",".350",".269",".270",".168","71.8",25.2,"88.3",33.9,10.9,42.5,"76.803106744","94.152020702",36,49.4,40.8,33.9,"29.7","23.3","16.6",,"2.1",,,"28.3",,,,"31.8","51.6"
"Quintana, Jose",500779,2025,36,556,497,120,86,16,0,18,89,50,16,9,".241",".382",".315","0.697","0.141",".260","11","7","3.96","412",".463",".308",".349",".193","72",25.2,"88.7",35,9.7,41.7,"77.284315171","94.323604352",18.4,43.2,42.7,27.2,"11.7",,"22.2","13.7","43.8",,,,"8.6",,,"55.6","22.3"
"Gilbert, Logan",669302,2025,28,535,494,104,63,20,1,20,173,31,32.3,5.8,".211",".377",".266","0.643","0.166",".278","6","6","3.44","324",".367",".280",".275",".161","71.9",25,"90.8",32.1,8.6,41.7,"81.144057391","94.674260997",32.9,51.1,39.8,28.4,"36.7","35.3",,"7.5","1",,"19.6",,,,,"37.7","42.7"
"Dollander, Chase",801403,2025,23,441,381,103,70,14,1,18,82,49,18.6,11.1,".270",".454",".359","0.813","0.184",".298","2","12","6.52","304",".448",".354",".347",".199","71.3",20.3,"88.7",36.5,11.5,40.5,"77.237025033","94.268447185",22.9,47,42.4,27.3,"48.8",,"7.8","21.3","9.8","12.3",,,,,,"70.9","21.3"
